playerid,name,position,teamid,teamname,teamabbr,points,pointschange,value,valueid,valuechangeamount,valuechangepercentage,valuechangedirection,status,starts,goals,assists,concedes,cleansheets,saves,pensmissed,redcards,weekpoints,highestvalue,lowestvalue,form,image,starmen,rating
59856,A. Hernández,FOR,1340,CSKA Moscow,CSK,0,0,6.1,0,0.050,0.819672131147541,d,i,0,0,0,0,0,0,0,0,0,6.2,6.1,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/57168.png,0,0.00000
240864,Ahmed Touba,FOR,413,Club Brugge,BRU,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
161949,Aleksandr Makarov,FOR,1340,CSKA Moscow,CSK,0,0,5.5,0,0.050,0.9090909090909092,d,i,0,0,0,0,0,0,0,0,0,5.6,5.5,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/269973.png,0,0.00000
219168,Alexander Isak,FOR,157,Borussia Dortmund,BVB,0,0,5.1,0,0.050,0.9803921568627453,d,a,0,0,0,0,0,0,0,0,0,5.2,5.1,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/422165.png,0,0.00000
113529,Amin Younes,FOR,459,Napoli,NAP,0,0,6.1,0,0.050,0.819672131147541,d,a,0,0,0,0,0,0,0,0,0,6.2,6.1,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/176472.png,0,0.00000
247400,Amine Gouiri,FOR,143,Lyon,LYN,0,0,5.0,0,0.050,1,d,i,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/454747.png,0,0.00000
68582,Andrej Kramaric,FOR,1902,TSG 1899 Hoffenheim,TSG,6,0,6.3,0,0.025,0.3952569169960474,d,a,1,0,1,0,0,0,0,0,0,6.4,6.3,6,https://secure.cache.images.core.optasports.com/soccer/players/150x150/83992.png,0,0.00000
244751,André Pereira,FOR,201,FC Porto,FCP,1,0,6.2,0,0.025,0.4016064257028113,d,a,0,0,0,0,0,0,0,0,0,6.3,6.2,1,https://secure.cache.images.core.optasports.com/soccer/players/150x150/356459.png,0,0.00000
148225,Anthony Martial,FOR,1,Manchester United,MNU,8,0,7.2,0,0.025,0.34843205574912894,d,a,1,1,0,0,0,0,0,0,0,7.2,7.1,8,https://secure.cache.images.core.optasports.com/soccer/players/150x150/215647.png,0,0.00000
76650,Antoine Griezmann,FOR,175,Atlético de Madrid,ATM,20,0,8.1,0,0.200,2.484472049689441,u,a,2,2,2,0,0,0,0,0,0,8.1,7.8,20,https://secure.cache.images.core.optasports.com/soccer/players/150x150/92385.png,0,0.00000
42515,Ari,FOR,271,Lokomotiv Moscow,LCM,0,0,5.2,0,0.050,0.9615384615384616,d,a,0,0,0,0,0,0,0,0,0,5.3,5.2,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
103076,Arkadiusz Milik,FOR,459,Napoli,NAP,4,0,7.0,0,0.025,0.3597122302158274,d,a,2,0,0,0,0,0,0,0,0,7.0,7.0,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/197974.png,0,0.00000
231177,Artem Galadzhan,FOR,271,Lokomotiv Moscow,LCM,0,0,5.3,0,0.050,0.9433962264150945,d,a,0,0,0,0,0,0,0,0,0,5.4,5.3,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
179342,Berk Ismael Unsal,FOR,208,Galatasaray,GAL,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
181007,Breel Embolo,FOR,167,FC Schalke 04,SCH,9,0,6.5,0,0.025,0.38610038610038616,d,a,2,1,0,0,0,0,0,0,0,6.5,6.4,9,https://secure.cache.images.core.optasports.com/soccer/players/150x150/314474.png,0,0.00000
180175,Cedric Teuchert,FOR,167,FC Schalke 04,SCH,0,0,6.0,0,0.050,0.8333333333333334,d,a,0,0,0,0,0,0,0,0,0,6.1,6.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/357901.png,0,0.00000
229237,Christian Fassnacht,FOR,1963,Young Boys,BSC,4,0,5.3,0,0.025,0.4761904761904762,d,a,2,0,0,0,0,0,0,0,0,5.3,5.3,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/397328.png,0,0.00000
435682,Christos Antoniou,FOR,234,AEK Athens,AEK,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
243298,Cody Gakpo,FOR,204,PSV,PSV,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/436584.png,0,0.00000
156223,Correa.A,FOR,175,Atlético de Madrid,ATM,3,0,6.9,0,0.025,0.3649635036496351,d,a,1,0,0,0,0,0,0,0,0,6.9,6.9,3,https://secure.cache.images.core.optasports.com/soccer/players/150x150/286684.png,0,0.00000
14937,Cristiano Ronaldo,FOR,128,Juventus,JUV,-3,0,7.9,0,0.050,0.6369426751592357,d,s,1,0,0,0,0,0,0,1,0,8.0,7.9,-3,https://secure.cache.images.core.optasports.com/soccer/players/150x150/382.png,0,0.00000
145232,Daniel Grimshaw,FOR,43,Manchester City,MNC,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/376285.png,0,0.00000
40755,Daniel Sturridge,FOR,14,Liverpool,LIV,8,0,6.8,0,0.025,0.36900369003690037,d,a,1,1,0,0,0,0,0,0,0,6.8,6.7,8,https://secure.cache.images.core.optasports.com/soccer/players/150x150/5206.png,0,0.00000
235887,David Neres,FOR,215,Ajax,AJA,7,0,6.9,0,0.025,0.36101083032490977,d,a,2,0,1,0,0,0,0,0,0,7.0,6.9,7,https://secure.cache.images.core.optasports.com/soccer/players/150x150/433194.png,0,0.00000
441548,David Otto,FOR,1902,TSG 1899 Hoffenheim,TSG,0,0,5.1,0,0.050,0.9803921568627453,d,a,0,0,0,0,0,0,0,0,0,5.2,5.1,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/429540.png,0,0.00000
229826,Dejan Joveljic,FOR,214,Crvena Zvezda,RSB,0,0,5.1,0,0.050,0.9803921568627453,d,a,0,0,0,0,0,0,0,0,0,5.2,5.1,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/427736.png,0,0.00000
219438,Dembélé. O,FOR,178,Barcelona,FCB,10,0,7.6,0,0.050,0.6578947368421053,d,a,1,1,1,0,0,0,0,0,0,7.7,7.5,10,https://secure.cache.images.core.optasports.com/soccer/players/150x150/320112.png,0,0.00000
246875,Dennis Johnsen,FOR,215,Ajax,AJA,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/401124.png,0,0.00000
179528,Dennis van Vaerenbergh,FOR,413,Club Brugge,BRU,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
61226,Dentinho,FOR,455,Shakhtar Donetsk,SHA,0,0,5.6,0,0.050,0.892857142857143,d,i,0,0,0,0,0,0,0,0,0,5.7,5.6,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/32561.png,0,0.00000
18507,Diego Costa,FOR,175,Atlético de Madrid,ATM,12,0,7.7,0,0.050,0.6535947712418301,u,a,2,1,1,0,0,0,0,0,0,7.7,7.5,12,https://secure.cache.images.core.optasports.com/soccer/players/150x150/60977.png,0,0.00000
152760,Divock Origi,FOR,14,Liverpool,LIV,0,0,5.9,0,0.050,0.847457627118644,d,i,0,0,0,0,0,0,0,0,0,6.0,5.9,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/215344.png,0,0.00000
154566,Dominic Solanke,FOR,14,Liverpool,LIV,0,0,5.6,0,0.050,0.892857142857143,d,a,0,0,0,0,0,0,0,0,0,5.7,5.6,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/320283.png,0,0.00000
204646,Donyell Malen,FOR,204,PSV,PSV,2,0,5.8,0,0.025,0.43478260869565216,d,a,0,0,0,0,0,0,0,0,0,5.8,5.8,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/399771.png,0,0.00000
52635,Eder,FOR,271,Lokomotiv Moscow,LCM,3,0,5.9,0,0.025,0.4273504273504274,d,a,1,0,0,0,0,0,0,0,0,5.9,5.9,3,https://secure.cache.images.core.optasports.com/soccer/players/150x150/42988.png,0,0.00000
42544,Edin Dzeko,FOR,121,Roma,ROM,19,0,7.5,0,0.200,2.675585284280937,u,a,2,3,0,0,0,0,0,0,0,7.5,7.3,19,https://secure.cache.images.core.optasports.com/soccer/players/150x150/20588.png,0,0.00000
40720,Edinson Cavani,FOR,149,Paris Saint-Germain,PSG,12,0,7.8,0,0.150,1.9169329073482428,u,a,2,1,1,0,0,0,0,0,0,7.8,7.7,12,https://secure.cache.images.core.optasports.com/soccer/players/150x150/5920.png,0,0.00000
56492,Eduardo Salvio,FOR,251,Benfica,BEN,4,0,6.3,0,0.025,0.4,d,a,2,0,0,0,0,0,0,0,0,6.3,6.3,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/57516.png,0,0.00000
230251,Emmanuel Bonaventure Dennis,FOR,413,Club Brugge,BRU,1,0,5.3,0,0.050,0.9389671361502347,d,a,0,0,0,0,0,0,0,0,0,5.4,5.3,1,https://secure.cache.images.core.optasports.com/soccer/players/150x150/450289.png,0,0.00000
42181,Eren Derdiyok,FOR,208,Galatasaray,GAL,7,0,5.8,0,0.050,0.8695652173913043,d,a,1,1,0,0,0,0,0,0,0,5.8,5.7,7,https://secure.cache.images.core.optasports.com/soccer/players/150x150/11355.png,0,0.00000
42564,Eric Maxim Choupo-Moting,FOR,149,Paris Saint-Germain,PSG,2,0,6.1,0,0.025,0.4132231404958678,d,a,0,0,0,0,0,0,0,0,0,6.1,6.1,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/16501.png,0,0.00000
201083,Ethan Hamilton,FOR,1,Manchester United,MNU,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/420192.png,0,0.00000
172845,Ezequiel Ponce,FOR,234,AEK Athens,AEK,4,0,5.5,0,0.025,0.45871559633027525,d,a,2,0,0,0,0,0,0,0,0,5.5,5.5,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/317832.png,0,0.00000
86527,Facundo Ferreyra,FOR,251,Benfica,BEN,0,0,5.9,0,0.050,0.847457627118644,d,a,0,0,0,0,0,0,0,0,0,6.0,5.9,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/68491.png,0,0.00000
48847,Falcao,FOR,146,Monaco,MON,4,0,7.3,0,0.025,0.3448275862068966,d,a,2,0,0,0,0,0,0,0,0,7.3,7.3,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/20216.png,0,0.00000
147297,Federico Bernardeschi,FOR,128,Juventus,JUV,4,0,7.2,0,0.025,0.34965034965034963,d,a,2,0,0,0,0,0,0,0,0,7.2,7.2,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/278876.png,0,0.00000
218396,Fedor Chalov,FOR,1340,CSKA Moscow,CSK,9,0,6.2,0,0.025,0.4048582995951417,d,a,2,1,0,0,0,0,0,0,0,6.2,6.1,9,https://secure.cache.images.core.optasports.com/soccer/players/150x150/420119.png,0,0.00000
51129,Fedor Smolov,FOR,271,Lokomotiv Moscow,LCM,0,0,6.0,0,0.050,0.8333333333333334,d,s,0,0,0,0,0,0,0,0,0,6.1,6.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/6451.png,0,0.00000
192052,Felipe Pires,FOR,1902,TSG 1899 Hoffenheim,TSG,0,0,5.2,0,0.050,0.9615384615384616,d,a,0,0,0,0,0,0,0,0,0,5.3,5.2,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/350121.png,0,0.00000
19760,Fernando Llorente,FOR,6,Tottenham Hotspur,TOT,1,0,6.0,0,0.025,0.4149377593360996,d,a,0,0,0,0,0,0,0,0,0,6.1,6.0,1,https://secure.cache.images.core.optasports.com/soccer/players/150x150/3153.png,0,0.00000
224444,Ferrán Torres,FOR,191,Valencia CF,VAL,0,0,6.0,0,0.050,0.8333333333333334,d,d,0,0,0,0,0,0,0,0,0,6.1,6.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/420666.png,0,0.00000
92217,Firmino. Roberto,FOR,14,Liverpool,LIV,8,0,7.7,0,0.025,0.32573289902280134,d,a,1,1,0,0,0,0,0,0,0,7.7,7.6,8,https://secure.cache.images.core.optasports.com/soccer/players/150x150/103265.png,0,0.00000
153539,Fran Brodic,FOR,413,Club Brugge,BRU,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
49724,Franco Di Santo,FOR,167,FC Schalke 04,SCH,0,0,6.2,0,0.050,0.8064516129032258,d,a,0,0,0,0,0,0,0,0,0,6.3,6.2,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/59163.png,0,0.00000
36903,Gareth Bale,FOR,186,Real Madrid,RMD,7,0,7.9,0,0.050,0.6369426751592357,d,i,1,1,0,0,0,0,0,0,0,7.9,7.8,7,https://secure.cache.images.core.optasports.com/soccer/players/150x150/15482.png,0,0.00000
154310,Gelson Martins,FOR,175,Atlético de Madrid,ATM,0,0,6.3,0,0.050,0.7936507936507938,d,d,0,0,0,0,0,0,0,0,0,6.4,6.3,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/261884.png,0,0.00000
126789,Georgios Giakoumakis,FOR,234,AEK Athens,AEK,2,0,5.4,0,0.025,0.4672897196261683,d,a,0,0,0,0,0,0,0,0,0,5.4,5.4,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/262036.png,0,0.00000
181284,Gonçalo Guedes,FOR,191,Valencia CF,VAL,4,0,6.4,0,0.025,0.3937007874015749,d,a,2,0,0,0,0,0,0,0,0,6.4,6.4,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/270357.png,0,0.00000
62378,Guido Burgstaller,FOR,167,FC Schalke 04,SCH,2,0,6.2,0,0.025,0.40650406504065034,d,a,0,0,0,0,0,0,0,0,0,6.2,6.2,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/35683.png,0,0.00000
44427,Guillaume Hoarau,FOR,1963,Young Boys,BSC,4,0,5.5,0,0.025,0.45871559633027525,d,a,2,0,0,0,0,0,0,0,0,5.5,5.5,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/39286.png,0,0.00000
167763,Hans Vanaken,FOR,413,Club Brugge,BRU,4,0,5.3,0,0.025,0.4761904761904762,d,a,2,0,0,0,0,0,0,0,0,5.3,5.3,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/132313.png,0,0.00000
60841,Haris Seferovic,FOR,251,Benfica,BEN,9,0,6.4,0,0.100,1.5686274509803921,u,a,2,1,0,0,0,0,0,0,0,6.4,6.3,9,https://secure.cache.images.core.optasports.com/soccer/players/150x150/77888.png,0,0.00000
78830,Harry Kane,FOR,6,Tottenham Hotspur,TOT,9,0,8.0,0,0.100,1.2539184952978057,u,a,2,1,0,0,0,0,0,0,0,8.0,7.9,9,https://secure.cache.images.core.optasports.com/soccer/players/150x150/158575.png,0,0.00000
431137,Hassane Bandé,FOR,215,Ajax,AJA,0,0,5.5,0,0.050,0.9090909090909092,d,i,0,0,0,0,0,0,0,0,0,5.6,5.5,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/489072.png,0,0.00000
229273,Henry Onyekuru,FOR,208,Galatasaray,GAL,3,0,5.6,0,0.025,0.45045045045045046,d,a,1,0,0,0,0,0,0,0,0,5.6,5.6,3,https://secure.cache.images.core.optasports.com/soccer/players/150x150/412581.png,0,0.00000
179361,Hirving Lozano,FOR,204,PSV,PSV,7,0,6.5,0,0.050,0.7662835249042145,u,a,2,0,1,0,0,0,0,0,0,6.5,6.5,7,https://secure.cache.images.core.optasports.com/soccer/players/150x150/327531.png,0,0.00000
17743,Hugo Miguel Pereira de Almeida,FOR,234,AEK Athens,AEK,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
51023,Igor Portnyagin,FOR,271,Lokomotiv Moscow,LCM,0,0,5.3,0,0.050,0.9433962264150945,d,a,0,0,0,0,0,0,0,0,0,5.4,5.3,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
76240,Ishak Belfodil,FOR,1902,TSG 1899 Hoffenheim,TSG,7,0,5.6,0,0.100,1.8018018018018018,u,a,1,1,0,0,0,0,0,0,0,5.6,5.5,7,https://secure.cache.images.core.optasports.com/soccer/players/150x150/90778.png,0,0.00000
