playerid,name,position,teamid,teamname,teamabbr,points,pointschange,value,valueid,valuechangeamount,valuechangepercentage,valuechangedirection,status,starts,goals,assists,concedes,cleansheets,saves,pensmissed,redcards,weekpoints,highestvalue,lowestvalue,form,image,starmen,rating
195935,Branko Jovicic,MID,214,Crvena Zvezda,RSB,4,0,5.3,0,0.025,0.4761904761904762,d,a,2,0,0,0,0,0,0,0,0,5.3,5.3,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/228440.png,0,0.00000
229680,Bruno Costa,MID,201,FC Porto,FCP,0,0,5.7,0,0.050,0.8771929824561403,d,a,0,0,0,0,0,0,0,0,0,5.8,5.7,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/334526.png,0,0.00000
109511,Bryan Cristante,MID,121,Roma,ROM,2,0,5.8,0,0.025,0.4291845493562232,d,a,1,0,0,0,0,0,0,0,0,5.9,5.8,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/213130.png,0,0.00000
204637,Carel Eiting,MID,215,Ajax,AJA,5,0,5.2,0,0.050,0.9615384615384616,d,a,1,0,1,0,0,0,0,0,0,5.3,5.2,5,https://secure.cache.images.core.optasports.com/soccer/players/150x150/379791.png,0,0.00000
179271,Carles Aleñá,MID,178,Barcelona,FCB,0,0,5.2,0,0.050,0.9615384615384616,d,a,0,0,0,0,0,0,0,0,0,5.3,5.2,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/316437.png,0,0.00000
224860,Carlos Soler,MID,191,Valencia CF,VAL,3,0,5.8,0,0.025,0.43478260869565216,d,a,1,0,0,0,0,0,0,0,0,5.8,5.8,3,https://secure.cache.images.core.optasports.com/soccer/players/150x150/404347.png,0,0.00000
61256,Casemiro,MID,186,Real Madrid,RMD,4,0,5.9,0,0.025,0.4273504273504274,d,a,2,0,0,0,0,0,0,0,0,5.9,5.9,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/102688.png,0,0.00000
449456,Celil Yuksel,MID,208,Galatasaray,GAL,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/374691.png,0,0.00000
228798,Cengiz Ünder,MID,121,Roma,ROM,16,0,6.4,0,0.200,3.1372549019607843,u,a,2,1,2,0,0,0,0,0,0,6.4,6.2,16,https://secure.cache.images.core.optasports.com/soccer/players/150x150/379015.png,0,0.00000
80607,Christian Eriksen,MID,6,Tottenham Hotspur,TOT,8,0,7.6,0,0.050,0.6622516556291391,d,d,1,1,0,0,0,0,0,0,0,7.6,7.5,8,https://secure.cache.images.core.optasports.com/soccer/players/150x150/95871.png,0,0.00000
176413,Christian Pulisic,MID,157,Borussia Dortmund,BVB,7,0,6.6,0,0.050,0.7633587786259542,d,a,0,1,0,0,0,0,0,0,0,6.6,6.5,7,https://secure.cache.images.core.optasports.com/soccer/players/150x150/413835.png,0,0.00000
454831,Christoph Baumgartner,MID,1902,TSG 1899 Hoffenheim,TSG,0,0,5.2,0,0.050,0.9615384615384616,d,a,0,0,0,0,0,0,0,0,0,5.3,5.2,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
213198,Christopher Nkunku,MID,149,Paris Saint-Germain,PSG,0,0,5.1,0,0.050,0.9803921568627453,d,a,0,0,0,0,0,0,0,0,0,5.2,5.1,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/376909.png,0,0.00000
426184,Christos Albanis,MID,234,AEK Athens,AEK,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/259332.png,0,0.00000
435681,Christos Giousis,MID,234,AEK Athens,AEK,0,0,5.1,0,0.050,0.9803921568627453,d,a,0,0,0,0,0,0,0,0,0,5.2,5.1,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/504808.png,0,0.00000
49888,Claudemir,MID,413,Club Brugge,BRU,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
